1	16 million (32-bit)
2	16 million (24-bit)
3	65,536 (16-bit)
4	256 (8-bit)
5	16 (4-bit)
6	4 (2-bit)
8	32,768 (15-bit)
11	Monochrome
13	Monochrome
17	4 (2-bit)
27	4,096 (12-bit)
28	256
29	???
30	???
31	???
32	???
33	???
34	???
35	???
36	???
37	???
38	???
39	Offline Data Import
